;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 13/07/2018 10:16:16
;----------------------------------------------

;Address Opcode 	ASM
____SysVT:
0x9FC01180	0x0B4003F8  J	___GenExcept
0x9D000500	0xA3C26084  SB	R2, 24708(R30)
;__Lib_Lcd.c, 96 :: 		
0x9D000504	0x34020080  ORI	R2, R0, 0x0080
0x9D000508	0x3C1EBF88  LUI	R30, 49032
0x9D00050C	0xA3C26104  SB	R2, 24836(R30)
;__Lib_Lcd.c, 97 :: 		
0x9D000510	0x34020040  ORI	R2, R0, 0x0040
0x9D000514	0x3C1EBF88  LUI	R30, 49032
0x9D000518	0xA3C26104  SB	R2, 24836(R30)
;__Lib_Lcd.c, 98 :: 		
0x9D00051C	0x34020020  ORI	R2, R0, 0x0020
0x9D000520	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 100 :: 		
0x9D000524	0x0F400076  JAL	_Delay_5500us+0
0x9D000528	0xA3C26104  SB	R2, 24836(R30)
;__Lib_Lcd.c, 101 :: 		
0x9D00052C	0x0F400076  JAL	_Delay_5500us+0
0x9D000530	0x70000000  NOP	
;__Lib_Lcd.c, 102 :: 		
0x9D000534	0x0F400076  JAL	_Delay_5500us+0
0x9D000538	0x70000000  NOP	
;__Lib_Lcd.c, 105 :: 		
0x9D00053C	0x34020080  ORI	R2, R0, 0x0080
0x9D000540	0x3C1EBF88  LUI	R30, 49032
0x9D000544	0xA3C26128  SB	R2, 24872(R30)
;__Lib_Lcd.c, 106 :: 		
0x9D000548	0x34020002  ORI	R2, R0, 0x0002
0x9D00054C	0x3C1EBF88  LUI	R30, 49032
0x9D000550	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 107 :: 		
0x9D000554	0x34020004  ORI	R2, R0, 0x0004
0x9D000558	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 108 :: 		
0x9D00055C	0x0F400041  JAL	_Delay_1us+0
0x9D000560	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 109 :: 		
0x9D000564	0x34020004  ORI	R2, R0, 0x0004
0x9D000568	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 110 :: 		
0x9D00056C	0x0F400076  JAL	_Delay_5500us+0
0x9D000570	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 112 :: 		
0x9D000574	0x34020004  ORI	R2, R0, 0x0004
0x9D000578	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 113 :: 		
0x9D00057C	0x0F400041  JAL	_Delay_1us+0
0x9D000580	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 114 :: 		
0x9D000584	0x34020004  ORI	R2, R0, 0x0004
0x9D000588	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 115 :: 		
0x9D00058C	0x0F400076  JAL	_Delay_5500us+0
0x9D000590	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 117 :: 		
0x9D000594	0x34020004  ORI	R2, R0, 0x0004
0x9D000598	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 118 :: 		
0x9D00059C	0x0F400041  JAL	_Delay_1us+0
0x9D0005A0	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 119 :: 		
0x9D0005A4	0x34020004  ORI	R2, R0, 0x0004
0x9D0005A8	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 120 :: 		
0x9D0005AC	0x0F400076  JAL	_Delay_5500us+0
0x9D0005B0	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 123 :: 		
0x9D0005B4	0x34020002  ORI	R2, R0, 0x0002
0x9D0005B8	0x3C1EBF88  LUI	R30, 49032
0x9D0005BC	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 124 :: 		
0x9D0005C0	0x34020004  ORI	R2, R0, 0x0004
0x9D0005C4	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 125 :: 		
0x9D0005C8	0x0F400041  JAL	_Delay_1us+0
0x9D0005CC	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 126 :: 		
0x9D0005D0	0x34020004  ORI	R2, R0, 0x0004
0x9D0005D4	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 127 :: 		
0x9D0005D8	0x0F400076  JAL	_Delay_5500us+0
0x9D0005DC	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 130 :: 		
0x9D0005E0	0x34020004  ORI	R2, R0, 0x0004
0x9D0005E4	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 131 :: 		
0x9D0005E8	0x0F400041  JAL	_Delay_1us+0
0x9D0005EC	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 132 :: 		
0x9D0005F0	0x34020004  ORI	R2, R0, 0x0004
0x9D0005F4	0x3C1EBF88  LUI	R30, 49032
0x9D0005F8	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 134 :: 		
0x9D0005FC	0x34020080  ORI	R2, R0, 0x0080
0x9D000600	0x3C1EBF88  LUI	R30, 49032
0x9D000604	0xA3C26124  SB	R2, 24868(R30)
;__Lib_Lcd.c, 135 :: 		
0x9D000608	0x34020020  ORI	R2, R0, 0x0020
0x9D00060C	0x3C1EBF88  LUI	R30, 49032
0x9D000610	0xA3C26128  SB	R2, 24872(R30)
;__Lib_Lcd.c, 136 :: 		
0x9D000614	0x34020004  ORI	R2, R0, 0x0004
0x9D000618	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 137 :: 		
0x9D00061C	0x0F400041  JAL	_Delay_1us+0
0x9D000620	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 138 :: 		
0x9D000624	0x34020004  ORI	R2, R0, 0x0004
0x9D000628	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 139 :: 		
0x9D00062C	0x0F400076  JAL	_Delay_5500us+0
0x9D000630	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 142 :: 		
0x9D000634	0x34020020  ORI	R2, R0, 0x0020
0x9D000638	0x3C1EBF88  LUI	R30, 49032
0x9D00063C	0xA3C26124  SB	R2, 24868(R30)
;__Lib_Lcd.c, 143 :: 		
0x9D000640	0x34020002  ORI	R2, R0, 0x0002
0x9D000644	0x3C1EBF88  LUI	R30, 49032
0x9D000648	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 144 :: 		
0x9D00064C	0x34020004  ORI	R2, R0, 0x0004
0x9D000650	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 145 :: 		
0x9D000654	0x0F400041  JAL	_Delay_1us+0
0x9D000658	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 146 :: 		
0x9D00065C	0x34020004  ORI	R2, R0, 0x0004
0x9D000660	0x3C1EBF88  LUI	R30, 49032
0x9D000664	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 148 :: 		
0x9D000668	0x34020002  ORI	R2, R0, 0x0002
0x9D00066C	0x3C1EBF88  LUI	R30, 49032
0x9D000670	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 149 :: 		
0x9D000674	0x34020004  ORI	R2, R0, 0x0004
0x9D000678	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 150 :: 		
0x9D00067C	0x0F400041  JAL	_Delay_1us+0
0x9D000680	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 151 :: 		
0x9D000684	0x34020004  ORI	R2, R0, 0x0004
0x9D000688	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 152 :: 		
0x9D00068C	0x0F400076  JAL	_Delay_5500us+0
0x9D000690	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 155 :: 		
0x9D000694	0x34020004  ORI	R2, R0, 0x0004
0x9D000698	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 156 :: 		
0x9D00069C	0x0F400041  JAL	_Delay_1us+0
0x9D0006A0	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 157 :: 		
0x9D0006A4	0x34020004  ORI	R2, R0, 0x0004
0x9D0006A8	0x3C1EBF88  LUI	R30, 49032
0x9D0006AC	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 159 :: 		
0x9D0006B0	0x34020002  ORI	R2, R0, 0x0002
0x9D0006B4	0x3C1EBF88  LUI	R30, 49032
0x9D0006B8	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 160 :: 		
0x9D0006BC	0x34020004  ORI	R2, R0, 0x0004
0x9D0006C0	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 161 :: 		
0x9D0006C4	0x0F400041  JAL	_Delay_1us+0
0x9D0006C8	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 162 :: 		
0x9D0006CC	0x34020004  ORI	R2, R0, 0x0004
0x9D0006D0	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 163 :: 		
0x9D0006D4	0x0F400076  JAL	_Delay_5500us+0
0x9D0006D8	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 166 :: 		
0x9D0006DC	0x34020002  ORI	R2, R0, 0x0002
0x9D0006E0	0x3C1EBF88  LUI	R30, 49032
0x9D0006E4	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 167 :: 		
0x9D0006E8	0x34020004  ORI	R2, R0, 0x0004
0x9D0006EC	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 168 :: 		
0x9D0006F0	0x0F400041  JAL	_Delay_1us+0
0x9D0006F4	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 169 :: 		
0x9D0006F8	0x34020004  ORI	R2, R0, 0x0004
0x9D0006FC	0x3C1EBF88  LUI	R30, 49032
0x9D000700	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 171 :: 		
0x9D000704	0x34020020  ORI	R2, R0, 0x0020
0x9D000708	0x3C1EBF88  LUI	R30, 49032
0x9D00070C	0xA3C26128  SB	R2, 24872(R30)
;__Lib_Lcd.c, 172 :: 		
0x9D000710	0x34020040  ORI	R2, R0, 0x0040
0x9D000714	0x3C1EBF88  LUI	R30, 49032
0x9D000718	0xA3C26128  SB	R2, 24872(R30)
;__Lib_Lcd.c, 173 :: 		
0x9D00071C	0x34020080  ORI	R2, R0, 0x0080
0x9D000720	0x3C1EBF88  LUI	R30, 49032
0x9D000724	0xA3C26128  SB	R2, 24872(R30)
;__Lib_Lcd.c, 174 :: 		
0x9D000728	0x34020002  ORI	R2, R0, 0x0002
0x9D00072C	0x3C1EBF88  LUI	R30, 49032
0x9D000730	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 175 :: 		
0x9D000734	0x34020004  ORI	R2, R0, 0x0004
0x9D000738	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 176 :: 		
0x9D00073C	0x0F400041  JAL	_Delay_1us+0
0x9D000740	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 177 :: 		
0x9D000744	0x34020004  ORI	R2, R0, 0x0004
0x9D000748	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 179 :: 		
0x9D00074C	0x0F400076  JAL	_Delay_5500us+0
0x9D000750	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 181 :: 		
0x9D000754	0x90228093  LBU	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
0x9D000758	0x34420001  ORI	R2, R2, 0x0001
0x9D00075C	0xA0228093  SB	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
;__Lib_Lcd.c, 182 :: 		
L_end_Lcd_Init:
0x9D000760	0x8FBF0000  LW	RA, 0(SP)
0x9D000764	0x03E00008  JR	RA
0x9D000768	0x27BD0004  ADDIU	SP, SP, 4
; end of _Lcd_Init
_Delay_5500us:
;__Lib_Delays.c, 30 :: 		void Delay_5500us() {
;__Lib_Delays.c, 31 :: 		Delay_us(5500);
0x9D0001D8	0x3C180001  LUI	R24, 1
0x9D0001DC	0x371857BF  ORI	R24, R24, 22463
L_Delay_5500us12:
0x9D0001E0	0x2718FFFF  ADDIU	R24, R24, -1
0x9D0001E4	0x1700FFFE  BNE	R24, R0, L_Delay_5500us12
0x9D0001E8	0x70000000  NOP	
0x9D0001EC	0x70000000  NOP	
;__Lib_Delays.c, 32 :: 		}
L_end_Delay_5500us:
0x9D0001F0	0x03E00008  JR	RA
0x9D0001F4	0x70000000  NOP	
; end of _Delay_5500us
_Delay_1us:
;__Lib_Delays.c, 6 :: 		void Delay_1us() {
;__Lib_Delays.c, 7 :: 		Delay_us(1);
0x9D000104	0x3C180000  LUI	R24, 0
0x9D000108	0x3718000F  ORI	R24, R24, 15
L_Delay_1us0:
0x9D00010C	0x2718FFFF  ADDIU	R24, R24, -1
0x9D000110	0x1700FFFE  BNE	R24, R0, L_Delay_1us0
0x9D000114	0x70000000  NOP	
0x9D000118	0x70000000  NOP	
;__Lib_Delays.c, 8 :: 		}
L_end_Delay_1us:
0x9D00011C	0x03E00008  JR	RA
0x9D000120	0x70000000  NOP	
; end of _Delay_1us
_Lcd_Cmd:
;__Lib_Lcd.c, 18 :: 		
0x9D000834	0x27BDFFFC  ADDIU	SP, SP, -4
0x9D000838	0xAFBF0000  SW	RA, 0(SP)
;__Lib_Lcd.c, 20 :: 		
0x9D00083C	0x7F2301C0  EXT	R3, R25, 7, 1
0x9D000840	0x3C1EBF88  LUI	R30, 49032
0x9D000844	0x83C26120  LB	R2, 24864(R30)
0x9D000848	0x7C622944  INS	R2, R3, 5, 1
0x9D00084C	0x3C1EBF88  LUI	R30, 49032
0x9D000850	0xA3C26120  SB	R2, 24864(R30)
;__Lib_Lcd.c, 21 :: 		
0x9D000854	0x7F230180  EXT	R3, R25, 6, 1
0x9D000858	0x3C1EBF88  LUI	R30, 49032
0x9D00085C	0x83C26120  LB	R2, 24864(R30)
0x9D000860	0x7C623184  INS	R2, R3, 6, 1
0x9D000864	0x3C1EBF88  LUI	R30, 49032
0x9D000868	0xA3C26120  SB	R2, 24864(R30)
;__Lib_Lcd.c, 22 :: 		
0x9D00086C	0x7F230140  EXT	R3, R25, 5, 1
0x9D000870	0x3C1EBF88  LUI	R30, 49032
0x9D000874	0x83C26120  LB	R2, 24864(R30)
0x9D000878	0x7C6239C4  INS	R2, R3, 7, 1
0x9D00087C	0x3C1EBF88  LUI	R30, 49032
0x9D000880	0xA3C26120  SB	R2, 24864(R30)
;__Lib_Lcd.c, 23 :: 		
0x9D000884	0x7F230100  EXT	R3, R25, 4, 1
0x9D000888	0x3C1EBF88  LUI	R30, 49032
0x9D00088C	0x83C260A0  LB	R2, 24736(R30)
0x9D000890	0x7C620844  INS	R2, R3, 1, 1
0x9D000894	0x3C1EBF88  LUI	R30, 49032
0x9D000898	0xA3C260A0  SB	R2, 24736(R30)
;__Lib_Lcd.c, 25 :: 		
0x9D00089C	0x90228093  LBU	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
0x9D0008A0	0x7C420000  EXT	R2, R2, 0, 1
0x9D0008A4	0x38430001  XORI	R3, R2, 1
0x9D0008A8	0x3C1EBF88  LUI	R30, 49032
0x9D0008AC	0x83C260A0  LB	R2, 24736(R30)
0x9D0008B0	0x7C6218C4  INS	R2, R3, 3, 1
0x9D0008B4	0x3C1EBF88  LUI	R30, 49032
0x9D0008B8	0xA3C260A0  SB	R2, 24736(R30)
;__Lib_Lcd.c, 28 :: 		
0x9D0008BC	0x34020004  ORI	R2, R0, 0x0004
0x9D0008C0	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 29 :: 		
0x9D0008C4	0x0F400041  JAL	_Delay_1us+0
0x9D0008C8	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 30 :: 		
0x9D0008CC	0x34020004  ORI	R2, R0, 0x0004
0x9D0008D0	0x3C1EBF88  LUI	R30, 49032
0x9D0008D4	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 33 :: 		
0x9D0008D8	0x7F2300C0  EXT	R3, R25, 3, 1
0x9D0008DC	0x3C1EBF88  LUI	R30, 49032
0x9D0008E0	0x83C26120  LB	R2, 24864(R30)
0x9D0008E4	0x7C622944  INS	R2, R3, 5, 1
0x9D0008E8	0x3C1EBF88  LUI	R30, 49032
0x9D0008EC	0xA3C26120  SB	R2, 24864(R30)
;__Lib_Lcd.c, 34 :: 		
0x9D0008F0	0x7F230080  EXT	R3, R25, 2, 1
0x9D0008F4	0x3C1EBF88  LUI	R30, 49032
0x9D0008F8	0x83C26120  LB	R2, 24864(R30)
0x9D0008FC	0x7C623184  INS	R2, R3, 6, 1
0x9D000900	0x3C1EBF88  LUI	R30, 49032
0x9D000904	0xA3C26120  SB	R2, 24864(R30)
;__Lib_Lcd.c, 35 :: 		
0x9D000908	0x7F230040  EXT	R3, R25, 1, 1
0x9D00090C	0x3C1EBF88  LUI	R30, 49032
0x9D000910	0x83C26120  LB	R2, 24864(R30)
0x9D000914	0x7C6239C4  INS	R2, R3, 7, 1
0x9D000918	0x3C1EBF88  LUI	R30, 49032
0x9D00091C	0xA3C26120  SB	R2, 24864(R30)
;__Lib_Lcd.c, 36 :: 		
0x9D000920	0x7F230000  EXT	R3, R25, 0, 1
0x9D000924	0x3C1EBF88  LUI	R30, 49032
0x9D000928	0x83C260A0  LB	R2, 24736(R30)
0x9D00092C	0x7C620844  INS	R2, R3, 1, 1
0x9D000930	0x3C1EBF88  LUI	R30, 49032
0x9D000934	0xA3C260A0  SB	R2, 24736(R30)
;__Lib_Lcd.c, 38 :: 		
0x9D000938	0x90228093  LBU	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
0x9D00093C	0x7C420000  EXT	R2, R2, 0, 1
0x9D000940	0x38430001  XORI	R3, R2, 1
0x9D000944	0x3C1EBF88  LUI	R30, 49032
0x9D000948	0x83C260A0  LB	R2, 24736(R30)
0x9D00094C	0x7C6218C4  INS	R2, R3, 3, 1
0x9D000950	0x3C1EBF88  LUI	R30, 49032
0x9D000954	0xA3C260A0  SB	R2, 24736(R30)
;__Lib_Lcd.c, 40 :: 		
0x9D000958	0x34020004  ORI	R2, R0, 0x0004
0x9D00095C	0x3C1EBF88  LUI	R30, 49032
;__Lib_Lcd.c, 41 :: 		
0x9D000960	0x0F400041  JAL	_Delay_1us+0
0x9D000964	0xA3C260A8  SB	R2, 24744(R30)
;__Lib_Lcd.c, 42 :: 		
0x9D000968	0x34020004  ORI	R2, R0, 0x0004
0x9D00096C	0x3C1EBF88  LUI	R30, 49032
0x9D000970	0xA3C260A4  SB	R2, 24740(R30)
;__Lib_Lcd.c, 44 :: 		
0x9D000974	0x90228093  LBU	R2, Offset(__Lib_Lcd_cmd_status+0)(GP)
0x9D000978	0x7C420000  EXT	R2, R2, 0, 1
0x9D00097C	0x10400005  BEQ	R2, R0, L_Lcd_Cmd0
0x9D000980	0x70000000  NOP	
L__Lcd_Cmd22:
;__Lib_Lcd.c, 45 :: 		
0x9D000984	0x0F400076  JAL	_Delay_5500us+0
0x9D000988	0x70000000  NOP	
0x9D00098C	0x0B400267  J	L_Lcd_Cmd1
0x9D000990	0x70000000  NOP	
L_Lcd_Cmd0:
;__Lib_Lcd.c, 47 :: 		
0x9D000994	0x0F400049  JAL	_Delay_50us+0
0x9D000998	0x70000000  NOP	
L_Lcd_Cmd1:
;__Lib_Lcd.c, 48 :: 		
L_end_Lcd_Cmd:
0x9D00099C	0x8FBF0000  LW	RA, 0(SP)
0x9D0009A0	0x03E00008  JR	RA
0x9D0009A4	0x27BD0004  ADDIU	SP, SP, 4
; end of _Lcd_Cmd
_Delay_50us:
;__Lib_Delays.c, 18 :: 		void Delay_50us() {
;__Lib_Delays.c, 19 :: 		Delay_us(50);
0x9D000124	0x3C180000  LUI	R24, 0
0x9D000128	0x3718031F  ORI	R24, R24, 799
L_Delay_50us6:
0x9D00012C	0x2718FFFF  ADDIU	R24, R24, -1
0x9D000130	0x1700FFFE  BNE	R24, R0, L_Delay_50us6
0x9D000134	0x70000000  NOP	
0x9D000138	0x70000000  NOP	
;__Lib_Delays.c, 20 :: 		}
L_end_Delay_50us:
0x9D00013C	0x03E00008  JR	RA
0x9D000140	0x70000000  NOP	
; end of _Delay_50us
_UART2_Init:
;__Lib_UART_123456.c, 217 :: 		
0x9D000DE4	0x27BDFFEC  ADDIU	SP, SP, -20
0x9D000DE8	0xAFBF0000  SW	RA, 0(SP)
;__Lib_UART_123456.c, 220 :: 		
0x9D000DEC	0xAFB90004  SW	R25, 4(SP)
0x9D000DF0	0xAFBA0008  SW	R26, 8(SP)
0x9D000DF4	0xAFBB000C  SW	R27, 12(SP)
0x9D000DF8	0x3C029D00  LUI	R2, hi_addr(_UART2_Write+0)
0x9D000DFC	0x34420000  ORI	R2, R2, lo_addr(_UART2_Write+0)
0x9D000E00	0xAC22809C  SW	R2, Offset(_UART_Wr_Ptr+0)(GP)
;__Lib_UART_123456.c, 221 :: 		
0x9D000E04	0x3C02FFFF  LUI	R2, hi_addr(_UART2_Read+0)
0x9D000E08	0x3442FFFF  ORI	R2, R2, lo_addr(_UART2_Read+0)
0x9D000E0C	0xAC228098  SW	R2, Offset(_UART_Rd_Ptr+0)(GP)
;__Lib_UART_123456.c, 222 :: 		
0x9D000E10	0x3C02FFFF  LUI	R2, hi_addr(_UART2_Data_Ready+0)
0x9D000E14	0x3442FFFF  ORI	R2, R2, lo_addr(_UART2_Data_Ready+0)
0x9D000E18	0xAC2280A4  SW	R2, Offset(_UART_Rdy_Ptr+0)(GP)
;__Lib_UART_123456.c, 223 :: 		
0x9D000E1C	0x3C02FFFF  LUI	R2, hi_addr(_UART2_Tx_Idle+0)
0x9D000E20	0x3442FFFF  ORI	R2, R2, lo_addr(_UART2_Tx_Idle+0)
;__Lib_UART_123456.c, 225 :: 		
0x9D000E24	0x0F4001FE  JAL	_Get_Fosc_kHz+0
0x9D000E28	0xAC2280A0  SW	R2, Offset(_UART_Tx_Idle_Ptr+0)(GP)
0x9D000E2C	0xAFB90010  SW	R25, 16(SP)
0x9D000E30	0x0000D80A  MOVZ	R27, R0, R0
0x9D000E34	0x0320D00A  MOVZ	R26, R25, R0
0x9D000E38	0x0F4001DB  JAL	__Lib_UART_123456_UART_Calc_BRG+0
0x9D000E3C	0x0040C80A  MOVZ	R25, R2, R0
0x9D000E40	0x8FB90010  LW	R25, 16(SP)
; brg_tmp start address is: 16 (R4)
0x9D000E44	0x0040200A  MOVZ	R4, R2, R0
;__Lib_UART_123456.c, 226 :: 		
0x9D000E48	0x34030008  ORI	R3, R0, 8
0x9D000E4C	0x3C1EBF80  LUI	R30, 49024
;__Lib_UART_123456.c, 227 :: 		
0x9D000E50	0x1440000C  BNE	R2, R0, L__UART2_Init133
0x9D000E54	0xAFC36804  SW	R3, 26628(R30)
L__UART2_Init192:
; brg_tmp end address is: 16 (R4)
;__Lib_UART_123456.c, 228 :: 		
0x9D000E58	0x0F4001FE  JAL	_Get_Fosc_kHz+0
0x9D000E5C	0x70000000  NOP	
0x9D000E60	0x341B0001  ORI	R27, R0, 1
0x9D000E64	0x0320D00A  MOVZ	R26, R25, R0
0x9D000E68	0x0F4001DB  JAL	__Lib_UART_123456_UART_Calc_BRG+0
0x9D000E6C	0x0040C80A  MOVZ	R25, R2, R0
; brg_tmp start address is: 12 (R3)
0x9D000E70	0x0040180A  MOVZ	R3, R2, R0
;__Lib_UART_123456.c, 229 :: 		
0x9D000E74	0x34020008  ORI	R2, R0, 8
0x9D000E78	0x3C1EBF80  LUI	R30, 49024
; brg_tmp end address is: 12 (R3)
;__Lib_UART_123456.c, 230 :: 		
0x9D000E7C	0x0B4003A2  J	L_UART2_Init35
0x9D000E80	0xAFC26808  SW	R2, 26632(R30)
L__UART2_Init133:
;__Lib_UART_123456.c, 227 :: 		
0x9D000E84	0x0080180A  MOVZ	R3, R4, R0
;__Lib_UART_123456.c, 230 :: 		
L_UART2_Init35:
;__Lib_UART_123456.c, 231 :: 		
; brg_tmp start address is: 12 (R3)
0x9D000E88	0x2462FFFF  ADDIU	R2, R3, -1
; brg_tmp end address is: 12 (R3)
0x9D000E8C	0x3C1EBF80  LUI	R30, 49024
0x9D000E90	0xAFC26840  SW	R2, 26688(R30)
;__Lib_UART_123456.c, 232 :: 		
0x9D000E94	0x3C1EBF80  LUI	R30, 49024
0x9D000E98	0x8FC26800  LW	R2, 26624(R30)
0x9D000E9C	0x34428000  ORI	R2, R2, 32768
0x9D000EA0	0x3C1EBF80  LUI	R30, 49024
0x9D000EA4	0xAFC26800  SW	R2, 26624(R30)
;__Lib_UART_123456.c, 233 :: 		
0x9D000EA8	0x34021400  ORI	R2, R0, 5120
0x9D000EAC	0x3C1EBF80  LUI	R30, 49024
0x9D000EB0	0xAFC26810  SW	R2, 26640(R30)
;__Lib_UART_123456.c, 234 :: 		
L_end_UART2_Init:
0x9D000EB4	0x8FBB000C  LW	R27, 12(SP)
0x9D000EB8	0x8FBA0008  LW	R26, 8(SP)
0x9D000EBC	0x8FB90004  LW	R25, 4(SP)
0x9D000EC0	0x8FBF0000  LW	RA, 0(SP)
0x9D000EC4	0x03E00008  JR	RA
0x9D000EC8	0x27BD0014  ADDIU	SP, SP, 20
; end of _UART2_Init
_Get_Fosc_kHz:
;__Lib_Delays.c, 1 :: 		unsigned long Get_Fosc_kHz(){
;__Lib_Delays.c, 3 :: 		return Clock_kHz();
0x9D0007F8	0x3402BB80  ORI	R2, R0, 48000
;__Lib_Delays.c, 4 :: 		}
L_end_Get_Fosc_kHz:
0x9D0007FC	0x03E00008  JR	RA
0x9D000800	0x70000000  NOP	
; end of _Get_Fosc_kHz
__Lib_UART_123456_UART_Calc_BRG:
;__Lib_UART_123456.c, 19 :: 		
0x9D00076C	0x27BDFFFC  ADDIU	SP, SP, -4
;__Lib_UART_123456.c, 21 :: 		
0x9D000770	0x340203E8  ORI	R2, R0, 1000
0x9D000774	0x03220019  MULTU	R25, R2
0x9D000778	0x00001012  MFLO	R2
; tmp start address is: 12 (R3)
0x9D00077C	0x0040180A  MOVZ	R3, R2, R0
;__Lib_UART_123456.c, 23 :: 		
0x9D000780	0x3C1EBF81  LUI	R30, 49025
0x9D000784	0x8FC2F000  LW	R2, -4096(R30)
0x9D000788	0x7C420CC0  EXT	R2, R2, 19, 2
0x9D00078C	0x00431006  SRLV	R2, R3, R2
0x9D000790	0x0040180A  MOVZ	R3, R2, R0
;__Lib_UART_123456.c, 26 :: 		
0x9D000794	0x336200FF  ANDI	R2, R27, 255
0x9D000798	0x14400004  BNE	R2, R0, L___Lib_UART_123456_UART_Calc_BRG0
0x9D00079C	0x70000000  NOP	
L___Lib_UART_123456_UART_Calc_BRG149:
;__Lib_UART_123456.c, 27 :: 		
0x9D0007A0	0x001A1100  SLL	R2, R26, 4
; tmp1 start address is: 16 (R4)
; tmp1 end address is: 16 (R4)
0x9D0007A4	0x0B4001ED  J	L___Lib_UART_123456_UART_Calc_BRG1
0x9D0007A8	0x0040200A  MOVZ	R4, R2, R0
L___Lib_UART_123456_UART_Calc_BRG0:
;__Lib_UART_123456.c, 29 :: 		
0x9D0007AC	0x001A1080  SLL	R2, R26, 2
; tmp1 start address is: 16 (R4)
0x9D0007B0	0x0040200A  MOVZ	R4, R2, R0
; tmp1 end address is: 16 (R4)
L___Lib_UART_123456_UART_Calc_BRG1:
;__Lib_UART_123456.c, 31 :: 		
